Gene	B cells	T cells CD4	T cells CD8	T cells follicular helper
PSMB5	288.773278	334.6710968	232.2394656	448.8991143
PSMB6	1138.477831	554.4149978	648.625013	1013.712819
PSMB7	1282.305755	1274.703677	1207.93804	1138.803175
PSMB8	1725.781292	1232.044092	1547.469082	1060.996876
PSMB9	1964.944652	1716.318389	2561.76343	1592.18787
PSMC2	160.0995476	244.6707006	205.3427562	173.3089797
PSMC3	393.1338934	361.6843279	349.6621647	312.6812877
PSMC3IP	82.76894033	48.69644269	62.55497653	74.32836199
PSMC4	282.4388654	299.6396867	283.0977838	404.6633032
PSMC5	780.1531533	1062.726022	990.576109	1140.042608
PSMD1	503.2605915	599.9333752	580.4669623	432.6816938
PSMD10	529.6575486	502.3172539	424.3873721	389.1409433
PSMD11	259.509661	236.405741	234.0275974	215.1261917
PSMD12	698.1298451	780.5976055	715.5966198	845.5533656
PSMD13	541.5922368	448.0540628	452.605444	389.4055128
PSMD14	1017.187139	1033.474538	1075.112491	892.0496171
PSMD2	512.0834586	641.2952504	693.5706136	457.458794
PSMD3	441.6463349	255.7312804	270.8155042	392.2382008
PSMD4	1438.002788	1507.497371	1704.717305	1054.153499
PSMD5	226.8177437	245.9932364	220.2209668	355.7683751
PSMD5-AS1	208.2172209	254.006415	132.8070513	119.7207472
PSMD6	1411.255732	1439.641526	1317.865154	1353.91602
PSMD6-AS2	98.77752777	76.93876155	54.8908682	173.953889
PSMD7	712.2643059	943.9237007	1032.097403	647.3983111
PSMD8	831.6999362	770.2826739	820.4956844	732.4724116
PSMD9	116.703059	95.76843478	110.3204053	155.1137929
PSME1	2526.486995	3079.651383	3684.625866	2741.365092
PSME3	154.3848776	223.4582542	184.9982345	202.9379296
PSME4	313.0454254	222.3305183	244.4206557	183.9375267
PSMF1	166.724669	242.0737812	252.077798	227.1196216
PSMG1	395.0206403	518.0883827	369.8120691	494.7024928
PSMG2	2207.696241	1669.723681	1520.738134	1790.375208
PSMG3	351.7492081	320.4306132	322.2838729	440.9139923
PSMG3-AS1	56.11784271	60.78925151	52.55800382	76.31392859
PSMG4	498.5587485	472.8925315	470.1611124	392.5257303
PSORS1C1	17.03003101	18.58142913	16.65874475	17.81785586
PSORS1C2	23.00566102	23.37238466	25.86645549	22.47362474
PSORS1C3	13.95314789	15.09684481	14.58990291	14.46896283
PSPC1	293.5295129	205.423067	138.9877278	236.4617959
PSPH	76.58175297	21.52958159	21.41513203	42.4970224
PSPN	34.95610242	25.42729717	28.25477574	50.9275129
PSRC1	27.16169174	26.50745948	36.68940591	23.52868867
PSTK	36.09105126	29.89732617	34.49041053	38.09833815
PSTPIP1	93.15461843	441.0996611	651.8103146	755.8084471
PSTPIP2	28.43494306	66.67313716	64.08884731	32.76797314
PTAFR	132.0403	51.57117096	53.57268957	51.20063491
PTAR1	149.3657861	91.14497881	84.06464956	87.89018507
PTBP1	1182.774585	1449.051185	1348.020068	1762.085274
PTBP2	85.49091138	33.7342013	38.62049164	43.98031375
PTBP3	239.2403363	162.6183915	148.0940732	117.6241376
PTCD2	96.3114007	81.02253012	69.20164341	56.26141344
PTCD3	310.0212239	140.7368991	122.6462605	271.2274716
PTCH1	19.32229096	22.92242581	19.35436507	24.97527439
PTCH2	30.63902406	35.01622707	31.80431702	32.86095133
PTCHD1	12.50064399	15.07614939	15.38082823	12.64768537
PTCHD2	36.88460431	33.32152136	36.54528775	37.39708387
PTCHD3P1	51.55055514	52.98807568	58.72935272	69.57460159
PTCHD4	13.00065462	12.46029375	13.53847233	11.99199276
PTCRA	94.07928913	120.7177352	122.7340983	104.2288916
PTDSS1	1967.481287	1204.455698	1059.821312	1496.245262
PTDSS2	130.1936277	141.2925782	132.1209159	150.6938093
PTEN	697.7529166	405.9892312	304.0294135	521.464803
PTER	280.3541423	364.0409001	235.7578322	201.4410659
PTGDR	20.34975441	25.07709893	90.75101657	18.96644436
PTGDR2	28.2190439	23.29649026	26.2220387	25.80874846
PTGDS	52.27828435	210.4650571	74.84668988	50.03269509
PTGER1	63.31657995	60.81329422	66.28450093	64.26857503
PTGER2	23.22208686	188.9167044	143.6668981	25.94773483
PTGER3	14.07913346	14.12959436	15.81238105	13.88888303
PTGER4	156.9832241	856.6231116	884.3742254	527.714806
PTGES	49.84484572	45.89702183	53.42615579	53.38760165
PTGES2	94.11911479	130.8707178	166.9263527	159.5451709
PTGES3	3312.223178	4072.307223	3736.502532	3549.665851
PTGES3L	11.17337141	11.10851924	12.36747578	11.15865338
PTGFR	14.05867822	14.92745493	16.14994993	13.40377514
PTGFRN	30.67355763	43.94517981	33.48961615	42.033622
PTGIR	84.31588841	101.7337771	91.92127759	82.03514803
PTGIS	13.30910039	12.97120169	13.49010068	15.05717648
PTGR1	16.21310027	17.17022444	16.59402493	14.77252269
PTGR2	10.22958754	8.625266007	9.555729291	8.783688306
PTGS1	87.94927772	29.89503884	28.80622984	21.89801873
PTGS2	10.26047864	13.15826067	12.84661734	10.45398936
PTH	9.260775344	9.333595447	10.29762973	9.376193389
PTH1R	25.17214111	27.64215153	31.76394768	29.76406145
PTH2	59.89978273	76.09800162	84.64416087	71.71269739
PTH2R	10.83316502	17.65768222	15.14044829	12.02536651
PTHLH	9.802610566	11.70882634	11.09332426	28.88267359
PTK2	335.6472979	85.6344367	29.95968165	93.69856169
PTK2B	116.9023641	153.8084156	152.2162097	231.2738847
PTK6	60.97265083	58.21859099	64.00622383	48.01853346
PTK7	46.49457714	59.05054174	98.36085501	56.28752702
PTMS	19.32128509	32.42126721	133.3486143	21.36534552
PTN	23.43401634	29.54638902	34.14632017	21.99311589
PTOV1	136.7109375	177.8537036	218.6850624	491.1584974
PTP4A1	236.4959175	222.8507381	258.4585514	329.1519775
PTP4A2	2335.571828	3044.698241	3419.029347	2694.803252
PTP4A3	46.72919554	64.23233193	56.85294226	51.65824175
PTPDC1	77.58084889	51.01710829	56.41972533	48.33397151
PTPLA	15.43318369	190.5367622	40.04553338	240.9180768
PTPLAD1	544.0780703	680.2855561	688.1683925	481.9961321
PTPLAD2	152.8496164	320.3247657	481.3031192	259.0236666
PTPMT1	172.1889737	120.2686782	136.1280216	117.1902354
PTPN1	727.3307245	391.6757281	333.497772	452.547291
PTPN11	21.49792679	44.78868462	28.54448837	27.78545676
PTPN12	102.1645236	78.69016664	69.19484648	58.14267157
PTPN13	16.74364664	218.8475703	49.04613393	565.0096467
PTPN14	23.26023849	60.28555013	28.7091547	211.5491364
PTPN18	468.1408545	198.4174601	215.9983814	224.7983194
PTPN2	86.68335389	107.4170087	72.65829016	111.7673656
PTPN21	12.82456122	12.76594779	12.8734989	11.96981971
PTPN22	118.641965	332.796159	415.3279626	278.18851
PTPN23	44.97784572	46.85733207	43.70195608	53.94925881
PTPN3	19.90447584	22.38636626	22.94923068	22.5723965
PTPN4	41.47364861	52.93734517	77.11502831	38.13118239
PTPN5	14.17082108	14.57324287	14.44150857	15.94049892
PTPN6	880.9436677	1155.893173	1816.062299	880.2504196
PTPN7	149.5950694	1023.748138	866.2784662	1086.478734
PTPN9	72.14166557	140.3257742	107.3849524	120.5630813
PTPRA	123.7273243	152.3179567	172.0545469	130.1863285
PTPRB	18.89080398	18.7749931	18.71423697	18.06380586
PTPRC	2788.123583	3410.731094	3059.363037	3184.146869
PTPRCAP	1462.267083	1610.008841	2192.408077	2919.412933
PTPRD	10.43897688	11.99580781	11.8353403	10.03041447
PTPRD-AS1	9.826999508	10.36825818	10.67366988	9.19375171
PTPRE	83.22967061	120.6783778	106.3295325	94.02166177
PTPRF	24.88733934	26.62015873	38.90971523	27.94600129
PTPRG	13.22105098	15.97414291	17.37463843	11.71667505
PTPRG-AS1	8.241846024	8.367087143	8.092875753	8.566109686
PTPRH	24.83949123	22.07205765	23.47717472	19.49521899
PTPRJ	244.1132816	337.7053956	343.6274292	295.943634
PTPRK	23.6497767	26.87241617	155.725094	15.66766173
PTPRM	25.87818706	296.5584992	105.6994229	312.4482971
PTPRN	19.40478907	19.72926351	18.80220208	27.76104831
PTPRN2	48.23507796	235.8813595	216.8410236	282.4861815
PTPRO	47.50705123	24.6513114	20.88122814	14.93501131
PTPRR	9.307652108	10.6696912	11.43732212	9.743101714
PTPRS	41.13779967	45.98010019	35.31934113	34.23902145
PTPRT	18.88408909	20.26021533	24.09268927	22.3295317
PTPRU	105.3608842	91.48443666	120.6020472	108.541041
PTPRZ1	8.547499744	9.253370141	8.366227358	8.05955958
PTRF	37.09807971	43.69950631	47.31325435	42.82052358
PTRH1	65.68711872	61.85820277	73.92641609	64.27100406
PTRH2	265.2440355	214.7293638	181.0102112	275.8102823
PTRHD1	1073.045605	566.1817527	531.4450226	504.4316113
PTS	422.1245453	179.0566385	208.3094473	302.6014754
PTTG1	796.8108758	1009.046019	843.2848258	1006.318466
PTTG1IP	972.7522415	1117.564644	909.3022726	664.7521403
PTTG2	15.16718916	12.78921848	13.23761353	12.93619907
PTTG3P	68.82093713	80.62883504	71.94380058	83.05972545
PTX3	9.272787824	11.15442836	10.87458314	10.93460254
PUF60	713.8440496	634.4809437	799.4186143	642.3511783
PUM1	1478.864344	1242.42803	1159.748991	1253.658781
PUM2	1111.533523	1225.801024	1099.938447	735.7612997
PURA	389.2833182	284.0342949	300.0876277	294.4904993
PURB	205.794513	190.7459031	201.6135864	258.3331457
PURG	16.48094691	15.81341872	17.20505038	14.91915101
PUS1	199.6691051	177.3874368	171.300013	151.6127561
PUS10	69.71495392	44.38135609	38.09182923	50.20221218
PUS3	188.0206622	219.2150868	180.2647534	152.2685669
PUS7	89.44536326	95.37665195	102.0897386	96.50432084
PUS7L	72.75596148	73.87455281	67.97181557	60.80232178
PUSL1	81.68310395	89.4569609	104.4222052	133.8002998
PVALB	11.58989636	572.8753323	16.96886578	1655.634394
PVR	32.76043791	38.46887032	42.16617018	38.25305519
PVRIG	755.6994533	1010.263688	1987.480705	1096.017958
PVRL1	37.65062755	37.42715225	42.64372552	37.64667497
PVRL2	45.37492653	46.00790029	46.02817808	44.58208701
PVRL3	10.64248428	22.21283573	20.59708103	26.98863412
PVRL3-AS1	13.66024383	15.81075411	17.52251149	11.87599377
PVRL4	31.81578247	50.6521357	50.40892218	26.94453781
PVT1	232.6297613	465.9598634	225.3356709	677.9520218
PWAR5	26.08801661	19.24037082	18.3165935	11.45108515
PWP1	962.1579746	650.6899361	722.9326683	486.8713565
PWP2	240.729302	257.8438889	307.2279641	252.932032
PWRN1	10.6320483	10.62960078	11.40236157	10.06766879
PWRN2	10.57318463	13.26624724	12.3865917	10.43801387
PWWP2A	143.0788663	92.84803921	88.75454769	99.92322847
PWWP2B	54.49000538	51.44647111	74.39064826	56.93754253
PXDC1	75.97656333	50.60134316	64.16584476	53.67364795
PXDN	30.14865717	30.27622119	34.62174458	28.74796425
PXDNL	10.26819028	10.12429842	10.40850373	9.566152046
PXK	682.4344921	83.32378212	58.35710983	53.85505585
PXMP2	150.9838107	138.0693834	99.67258866	189.4184364
PXMP4	57.88545352	56.00955157	55.14988001	66.0093511
PXN	63.94756322	134.4254651	98.12624915	137.0756457
PXN-AS1	101.1032031	78.78999289	84.09252473	89.64690762
PXT1	11.89071837	11.61212641	10.67711718	11.29527723
PYCARD	482.1790485	290.6547615	447.0617322	225.156106
PYCR1	105.8860627	117.334479	143.1686081	109.7860423
PYCR2	254.0937084	296.7968062	250.2874302	286.5519034
PYCRL	43.16268408	38.18270522	37.29206459	38.87115259
PYDC1	9.621546166	9.185872988	10.98874766	8.775139143
PYGB	121.0629473	215.2720739	218.3766387	246.7879276
PYGL	21.99980207	24.72584912	26.52108966	23.85296964
PYGM	23.99776829	33.08617133	37.35181028	24.52707285
PYGO1	13.99876181	16.23384018	17.37540827	15.23187661
PYGO2	103.1354361	157.2798317	138.136453	129.599034
PYHIN1	107.081447	306.4840609	302.6924394	359.9789484
PYROXD1	482.0530233	560.6735025	523.2158587	288.9815058
PYROXD2	19.85394696	54.47338644	38.8744168	57.60708006
PYY	19.99512735	25.45975725	24.96501028	22.43538996
PYY2	24.42379252	33.5234846	31.22939996	27.41214452
PZP	26.15947118	35.26999483	35.48136035	27.03716896
QARS	1328.074541	1411.225449	1238.582006	1347.378361
QDPR	195.1881958	334.2112615	297.679791	232.0074998
QKI	70.73214215	54.37080073	50.42467349	64.19613367
QPCT	364.0741525	28.25205132	20.38261023	36.70781403
QPCTL	17.48150192	19.21391196	16.0288847	15.76418771
QPRT	25.93157324	89.73516252	132.8166807	221.4978473
QRFPR	10.32635014	10.12597068	11.47787453	10.07088999
QRICH1	501.8187057	969.1706795	918.2257618	642.1185158
QRICH2	33.2364811	35.80935742	45.02307709	31.34021706
QRSL1	372.4188681	52.54374291	55.19034548	47.58078443
QSER1	96.15694701	151.6064986	127.0303796	130.684635
QSOX1	131.9046641	137.8112284	127.2977688	254.7798472
QSOX2	508.3027858	217.6721501	138.4373035	386.8705892
QTRT1	204.6168554	116.4898914	112.3910851	212.9397344
QTRTD1	205.5360784	66.67563581	45.69834301	104.0331549
R3HCC1	319.3625934	384.7322032	407.5318096	386.2731299
R3HCC1L	73.03291661	93.88206923	95.84282575	76.91630366
R3HDM1	398.6875596	472.368826	456.6129438	543.1321844
R3HDM2	259.9217413	203.3307694	263.3292786	251.9409596
R3HDM4	307.8672495	612.6416845	632.889115	740.4610793
R3HDML	19.91077208	20.80888608	21.74002173	17.57504158
RAB10	646.2396548	725.1067556	577.1213672	774.0016926
RAB11A	348.7480267	243.883148	223.9681674	230.2716138
RAB11B	28.23157937	32.05427485	31.89545151	30.8468758
RAB11B-AS1	39.16820288	22.96624932	23.49017559	27.48207822
RAB11FIP1	467.5874941	365.8932742	163.6281727	835.0789556
RAB11FIP2	438.5878252	221.542458	172.1817685	298.4810845
RAB11FIP3	29.5582769	38.97771697	47.09109459	48.75452731
RAB11FIP4	114.0083966	75.53051848	92.90043947	79.16258992
RAB11FIP5	92.22245428	134.9330396	94.35103967	162.4236916
RAB12	230.3575193	76.54937239	88.0987589	129.2980482
RAB14	227.9061421	139.9089586	138.1841741	133.9788315
RAB15	61.72476722	185.1851446	113.7071666	316.7950175
RAB17	49.4347583	42.82935511	47.31579746	45.8802228
RAB18	397.8437897	405.675855	333.8121211	404.3736645
RAB1A	340.8228593	348.9451585	351.494631	241.7645457
RAB1B	102.0037982	185.4787627	265.7561928	206.9952612
RAB20	79.08688309	111.9716505	87.76363742	178.2966882
RAB21	641.9769866	616.707947	527.8175173	828.1168924
RAB22A	298.0521423	283.3048929	306.6846574	455.4745788
RAB23	18.51043171	15.31626895	16.7250949	13.37668658
RAB24	216.8053913	120.7242663	158.864409	133.5805322
RAB25	19.36699075	22.069388	25.66114192	16.24457912
RAB26	35.305827	35.59078116	35.21842059	33.99580716
RAB27A	275.2012505	1737.640021	1896.169092	1858.061481
RAB27B	21.0263997	28.1745621	22.95250753	47.94129213
RAB28	204.3865156	169.9989419	157.0329	147.4220434
RAB2A	307.6592747	185.7471151	185.2726977	190.0112864
RAB2B	365.8971224	405.5271796	343.7297516	575.0006291
RAB30	446.5836168	83.23225261	77.83823738	166.3265718
RAB30-AS1	182.1924649	78.43738897	75.72690659	70.35186996
RAB31	30.36576282	31.16057919	24.03317892	16.22324595
RAB32	43.59677725	78.54456208	75.86267617	47.77108653
RAB33A	111.6891958	220.2774184	207.0215435	169.1389185
RAB33B	195.4100529	129.4330584	103.023757	141.4122236
RAB34	36.20538679	54.93633395	86.15847716	23.94167721
RAB35	134.2404961	124.209944	134.6524998	183.2068567
RAB36	34.43460415	28.12188923	33.16015351	27.58924846
RAB37	72.58467566	321.7975437	497.3920518	648.0841959
RAB38	26.44088128	59.78440428	285.001671	39.4072795
RAB39A	32.2530894	32.98404851	36.42968744	25.63937987
RAB39B	112.5976906	127.0455218	123.0489991	146.3092747
RAB3A	80.02440983	76.59094537	79.04540136	72.36993977
RAB3B	12.9034012	13.17976262	14.17617974	13.35003591
RAB3C	13.10656932	13.38914548	14.13666705	13.30894191
RAB3D	56.714518	76.30811072	66.10902795	84.79240066
RAB3GAP1	425.4005277	270.0871832	165.5493139	253.7698764
RAB3GAP2	625.2838811	507.3863215	389.1151032	498.989528
RAB3IL1	41.41726335	74.92251825	84.83383946	53.45978168
RAB3IP	57.52683232	46.98398381	45.08413103	53.39287837
RAB40A	11.31075945	10.93654867	12.57674351	9.597497771
RAB40B	50.03042884	112.9905852	96.12486624	198.341484
RAB40C	58.71432446	66.84078958	64.5561239	69.27939894
RAB42	16.02256877	20.58072522	18.57979297	17.68096391
RAB4A	393.3313801	202.0965988	191.3018793	182.3856944
RAB5A	854.6368008	1102.861427	870.1317029	945.9840828
RAB5B	236.3029952	340.4399308	335.166584	394.5582584
RAB5C	211.489219	185.8596708	162.4919021	366.7896207
RAB6A	51.31995323	42.53379459	45.34862423	40.82242391
RAB6B	44.78986801	45.32524801	46.8885976	45.78819695
RAB7A	475.4749275	532.1500949	585.3779548	630.713199
RAB7L1	195.3611999	223.4244003	286.0291949	110.2491961
RAB8A	796.1563866	786.6063024	726.4292872	660.7138658
RAB8B	317.8381487	388.4749291	327.8808632	308.5005372
RAB9A	773.8972467	551.7149203	760.3579089	1824.251296
RAB9B	42.57868534	35.5577603	42.01224584	35.6042626
RAB9BP1	9.070711935	8.961548712	9.62334944	11.483819
RABAC1	1618.650325	504.8944034	850.6779139	571.503018
RABEP1	272.4140673	258.871172	281.514067	182.9906594
RABEP2	300.1412701	179.4999958	211.3181866	189.9871184
RABEPK	137.4122101	215.3982977	216.8443978	196.0172922
RABGAP1	1249.138227	539.1434184	574.7174806	712.9491855
RABGAP1L	391.0791987	436.350497	391.4756384	390.4404806
RABGEF1	345.674013	282.9465925	299.2327473	201.3862664
RABGGTA	82.0154134	114.0469019	101.0767784	131.8620338
RABGGTB	589.4585028	466.0559539	426.366499	494.998763
RABIF	128.07463	114.386926	131.7344709	133.0402771
RABL3	112.4849543	78.32734519	70.50676324	85.00546131
RABL6	84.5809576	67.32335777	80.82192039	99.25217827
RAC1	1218.633603	1514.410046	1333.948636	947.2214185
RAC2	2481.466399	5300.448392	5179.810615	5804.398029
RAC3	19.9019372	21.14576526	19.10217105	23.49458586
RACGAP1	679.5702046	527.448264	514.171069	658.1894327
RACGAP1P	9.877448292	9.819051617	11.02718842	10.31152725
RAD1	141.9647369	145.7816556	136.0676384	115.3859094
RAD17	444.9988201	271.3538599	228.4878896	164.071886
RAD18	27.09641192	26.98195043	25.07978902	24.79237367
RAD21	1167.194109	1054.998524	950.4588834	618.874058
RAD21-AS1	15.79726417	18.84902932	21.10104636	14.67312471
RAD21L1	9.067221883	9.971733565	10.20055897	8.884675324
RAD23A	345.2843213	359.1534083	429.6027752	484.3977838
RAD23B	657.5729644	490.2804039	577.4384446	619.9889572
RAD50	137.6491258	118.8908619	83.11802278	136.2642774
RAD51	56.77660243	48.27062928	59.91287139	51.3235373
RAD51AP1	131.2548392	58.0262061	62.79534765	51.26134743
RAD51B	23.17524659	18.56607581	20.16541399	20.85518885
RAD51C	230.6242047	223.3840922	210.7760469	261.9924391
RAD51D	30.598268	32.97582546	37.50271278	32.9805362
RAD52	41.88408202	30.91283699	25.53776776	34.42676187
RAD54B	31.36466397	28.95939143	28.47990219	27.47752737
RAD54L	73.13190655	56.56173626	75.57415714	57.00778146
RAD54L2	147.1532468	147.628782	152.2055828	235.3161802
RAD9A	170.7419993	171.3823132	167.4430342	298.5370554
RAD9B	12.09893044	10.86650817	11.44588839	11.0297898
RADIL	49.00087261	44.52885779	49.19898446	45.36570766
RAE1	478.2388986	504.7944969	511.9996171	481.8561826
RAET1E	26.33961076	25.96292428	28.77231055	22.12250399
RAF1	467.4079592	477.4045027	471.5251402	668.6707019
RAG1	13.62774941	16.14159564	16.07483608	10.2589311
RAG2	8.910785702	8.690379943	9.816736583	8.343142504
RAI1	170.0844595	241.284547	256.5548203	277.4692158
RAI14	12.28033096	14.8366409	13.2684806	12.0370304
RAI2	16.58541211	112.3787163	34.71354086	184.1248377
RALA	406.7109162	378.2942884	450.6248061	225.1288565
RALB	222.6736434	225.2499959	159.511285	90.02568193
RALBP1	146.7251427	105.8123151	112.6536681	102.3261584
RALGAPA1	698.1332235	810.8240564	733.7824494	684.3038993
RALGAPA2	39.03789627	60.63715419	51.98030885	70.4350797
RALGAPB	233.8184566	177.5936601	177.472987	257.6154177
RALGDS	122.9618006	704.2865748	724.2210052	1175.11517
RALGPS1	55.71593199	38.13967018	40.56879688	37.0243563
RALGPS2	583.775142	47.7118018	48.27284367	26.72918555
RALY	347.6416819	444.1120676	447.1518785	707.2729691
RALYL	11.76726277	14.22554423	13.43323344	12.03652619
RAMP1	59.19264095	46.72905159	63.23110665	59.68144565
RAMP2	22.84542611	19.1978456	24.42272424	19.17502174
RAMP2-AS1	33.92307561	13.76894656	16.82033156	14.49790603
RAMP3	33.87020253	35.79921653	31.2312719	36.17127907
RAN	754.7795665	659.3801551	534.5529493	523.4124608
RANBP1	34.06727338	32.3774257	35.99599376	33.13808108
RANBP10	84.60996304	64.21946013	67.24267571	105.8136214
RANBP17	29.41173685	28.32849468	35.3262189	24.95541398
RANBP2	405.8888093	270.4961821	268.1670228	177.9039693
RANBP3	108.1644205	168.6765715	160.8661405	179.2640558
RANBP3L	8.471446788	9.436655652	10.55604117	8.189874962
RANBP6	399.9958746	439.4473627	421.0157522	363.4576045
RANBP9	350.1288354	609.6360704	524.9803805	490.815798
RANGAP1	74.99772289	170.7091039	145.8663132	172.6097352
RANGRF	264.1553709	217.3879642	236.7905037	252.8492864
RAP1GAP	23.13235789	23.28924675	21.40299545	25.57813529
RAP1GAP2	49.80139426	84.38546495	73.39696623	47.8551119
RAP1GDS1	244.5081357	415.7249741	225.7744686	385.6543184
RAP2A	246.7010011	522.866929	529.6061454	225.3252239
RAP2B	48.91968379	60.69319204	53.29520978	51.82428069
RAP2C	1146.166156	624.319809	674.4024187	499.5303295
RAP2C-AS1	54.28549204	33.34222365	37.19230727	36.03772632
RAPGEF1	170.7404217	98.04812197	92.79869688	181.7948161
RAPGEF2	59.17810224	147.8108163	113.9749614	148.8929377
RAPGEF3	22.20865673	23.46408744	29.52632319	23.71163797
RAPGEF4	10.36152703	10.67726443	10.57523077	9.83948843
RAPGEF4-AS1	12.59315116	15.09818657	13.45570381	11.30840218
RAPGEF5	834.2925039	33.18600363	31.47942367	25.16606116
RAPGEF6	410.5401992	571.048028	454.0636575	697.7904937
RAPGEFL1	41.2146484	45.97381317	45.56535846	56.30437998
RAPH1	12.52826623	15.14744788	12.97542808	21.0903805
RAPSN	15.05413707	14.44223935	14.92720669	17.88266013
RARA	42.64678791	57.67829048	62.93937959	52.28225219
RARA-AS1	85.66960767	59.60532086	56.91050255	89.17338875
RARB	21.01793843	20.46006212	23.90470706	23.06232289
RARG	58.86301849	76.45598028	79.26753977	54.65289907
RARRES1	14.36330423	15.03117472	15.00783919	15.10410032
RARRES2	22.18612739	41.90815565	54.39874745	32.2955118
RARRES3	95.36350675	1247.154036	1985.775771	1001.307359
RARS	664.2081758	927.3093894	832.9581696	681.3159781
RARS2	214.1869376	218.5945537	189.2967994	155.1006711
RASA1	422.0124421	744.6296171	514.4932981	833.5122507
RASA2	666.5710537	1260.15349	1326.006665	770.200163
RASA3	36.60763466	88.11182743	95.99279492	47.15300243
RASAL1	58.57072585	54.21497704	57.57488858	62.76934989
RASAL2	14.42172719	14.49440651	15.01255839	14.2107316
RASAL3	228.2091964	461.4186115	608.8808877	452.2527871
RASD1	34.99129812	95.52871451	103.0053947	48.14211481
RASD2	20.94084656	17.33412499	18.81731485	18.73550396
RASEF	11.60702544	13.38123793	14.68555327	10.72660826
RASGEF1A	53.62857352	85.64626508	316.552557	39.52994962
RASGEF1B	26.92888459	18.43576779	19.31968677	41.23487162
RASGEF1C	19.69381161	17.86401613	15.01847206	19.53277441
RASGRF1	24.96719394	20.09255516	22.90527346	24.31486774
RASGRF2	32.65643975	201.7982035	104.0584172	122.1498511
RASGRP1	516.0184338	2695.42111	3939.275328	1070.030348
RASGRP2	363.0396708	195.8625459	157.5364622	57.38791421
RASGRP3	1488.66802	37.11269886	31.37740155	21.08995828
RASGRP4	20.54442709	18.93684209	20.07293429	20.95778952
RASIP1	15.57331741	14.90324258	14.33065745	17.97880505
RASL10A	31.70986122	26.58768281	28.99971446	23.76138538
RASL10B	29.30612779	35.63829639	39.52655351	31.08645077
RASL11A	52.37902622	26.08209082	25.53713211	51.12507787
RASL11B	42.85479935	59.57940298	74.48808375	68.29928926
RASL12	37.66930317	41.10369754	50.63746441	31.73322336
RASSF1	434.8412417	202.5462852	347.2790662	364.404263
RASSF10	11.61282505	13.94960397	13.76665777	11.37793047
RASSF2	1311.276164	731.0468194	521.0647786	529.4693785
RASSF3	963.3970787	584.4670685	722.3088559	214.600227
RASSF4	45.26345235	59.53588512	76.84495995	40.38517488
RASSF5	263.1365679	1312.444582	1129.29062	319.2233165
RASSF6	252.1945674	12.55669122	13.52114564	9.37630416
RASSF7	216.5403654	291.2315108	302.9549066	408.4078031
RASSF8	12.85615097	11.71352695	12.56863277	11.90731006
RASSF9	10.42722354	11.44327634	13.89840473	12.04569421
RAVER1	49.91223717	77.95926345	83.7082647	97.30272787
RAVER2	10.97898478	10.55497562	11.557705	9.998624297
RAX	58.68170413	54.94226045	68.63552429	73.71326118
RAX2	134.6398538	123.8446852	137.6352677	114.6497594
RB1	250.2974567	77.14911338	67.1746082	91.53111698
RB1CC1	530.7996832	592.7293168	588.1777717	700.5740819
RBAK	84.17098099	66.48153471	53.27074423	39.77590966
RBAKDN	39.50121453	42.5151964	46.6591336	35.5093205
RBBP4	229.9476183	151.6625722	138.4821	146.6039291
RBBP5	349.6724426	135.6182015	152.1898159	181.6314587
RBBP6	338.0442712	285.7155598	296.8966285	418.8794069
RBBP7	1844.570473	1819.460975	1883.585896	1305.060901
RBBP8	433.1177968	163.7155817	168.0316169	139.8998548
RBBP8NL	33.5393342	30.38443979	32.43411043	37.86254988
RBBP9	52.15054182	50.84822689	49.52217577	49.57603639
RBCK1	124.4568029	191.0319617	208.8025087	438.9175572
RBFA	151.5755087	134.8149132	140.0626175	127.3110462
RBFADN	14.86167426	15.32648772	14.9167525	12.07816144
RBFOX1	18.58850928	21.51621452	23.87874709	18.38519018
RBFOX2	42.40023633	45.67397685	47.21956038	41.93885955
RBFOX3	13.008321	14.56023887	12.96597536	12.88273123
RBKS	67.24876916	84.64222797	82.03224251	57.15122813
RBL1	28.4191178	23.72330613	22.38665897	20.63490661
RBL2	360.0530455	1153.948732	938.2326065	356.1626013
RBM10	430.5579449	444.3370483	453.5846466	651.2559732
RBM11	8.647741925	12.59720813	16.55649381	10.89378057
RBM12	441.7687555	423.6117181	371.4833472	280.0384457
RBM12B	218.3052847	117.5755098	113.9459576	87.47744707
RBM12B-AS1	17.07132333	15.20397532	15.73629876	14.09398087
RBM14	92.80253593	87.36679166	108.2292444	162.6902972
RBM15	399.9366	309.4528154	345.8794198	257.9168802
RBM15B	155.1283197	148.5398795	154.2310356	168.5684869
RBM17	399.5396729	292.3768826	286.5358682	279.1121267
RBM18	250.6532047	247.8638051	214.4086744	303.9191501
RBM19	76.68525416	110.4347756	86.05752266	211.80875
RBM20	9.607944074	10.88879682	37.44162623	9.114558781
RBM22	558.6534227	685.9393395	651.7072603	553.0748663
RBM23	345.2498729	387.3509584	341.2770369	471.0325106
RBM24	10.09081941	11.3575906	11.557705	11.76016369
RBM25	837.3949415	684.0237487	595.2058373	712.2337808
RBM26	283.9500084	143.3872769	111.5583952	177.3657983
RBM26-AS1	39.49448398	30.06936035	27.5771857	22.02713051
RBM27	713.066535	473.392428	510.8027776	417.2114772
RBM28	356.7688625	300.82992	298.5799631	418.1678324
RBM3	687.0093458	381.1887547	410.2100185	482.9681157
